model,n_samples,split,strategy,metric,score,similar
yolo11m,256,test_b02,grid_search,f1,0.5488,False
yolo11m,256,test_b03,baseline,f1,0.6518,False
yolo11m,256,test_b03,bo_exploration,f1,0.634,False
yolo11m,256,test_b03,bo_exploitation,f1,0.4775,False
yolo11m,256,test_b03,grid_search,f1,0.2919,False
yolo11m,1024,test_a01,baseline,f1,0.929,True
yolo11m,1024,test_a01,bo_exploration,f1,0.894,True
yolo11m,1024,test_a01,bo_exploitation,f1,0.8922,True
yolo11m,1024,test_a01,grid_search,f1,0.8964,True
yolo11m,1024,test_a02,baseline,f1,0.8851,True
yolo11m,1024,test_a02,bo_exploration,f1,0.8454,True
yolo11m,1024,test_a02,bo_exploitation,f1,0.8467,True
yolo11m,1024,test_a02,grid_search,f1,0.8438,True
yolo11m,1024,test_a03,baseline,f1,0.8782,True
yolo11m,1024,test_a03,bo_exploration,f1,0.8813,True
yolo11m,1024,test_a03,bo_exploitation,f1,0.8813,True
yolo11m,1024,test_a03,grid_search,f1,0.8813,True
yolo11m,1024,test_b01,baseline,f1,0.816,False
yolo11m,1024,test_b01,bo_exploration,f1,0.6882,False
yolo11m,1024,test_b01,bo_exploitation,f1,0.8558,False
yolo11m,1024,test_b01,grid_search,f1,0.6882,False
yolo11m,1024,test_b02,baseline,f1,0.6927,False
yolo11m,1024,test_b02,bo_exploration,f1,0.6555,False
yolo11m,1024,test_b02,bo_exploitation,f1,0.6516,False
yolo11m,1024,test_b02,grid_search,f1,0.6571,False
yolo11m,1024,test_b03,baseline,f1,0.7069,False
yolo11m,1024,test_b03,bo_exploration,f1,0.6667,False
rtdetr-l,64,test_a01,baseline,f1,0.8822,True
rtdetr-l,64,test_a01,bo_exploration,f1,0.8513,True
rtdetr-l,64,test_a01,bo_exploitation,f1,0.8551,True
rtdetr-l,64,test_a01,grid_search,f1,0.8353,True
rtdetr-l,64,test_a02,baseline,f1,0.8573,True
rtdetr-l,64,test_a02,bo_exploration,f1,0.7715,True
rtdetr-l,64,test_a02,bo_exploitation,f1,0.7469,True
rtdetr-l,64,test_a02,grid_search,f1,0.7314,True
rtdetr-l,64,test_a03,baseline,f1,0.8371,True
rtdetr-l,64,test_a03,bo_exploration,f1,0.8308,True
rtdetr-l,64,test_a03,bo_exploitation,f1,0.8239,True
rtdetr-l,64,test_a03,grid_search,f1,0.793,True
rtdetr-l,64,test_b01,baseline,f1,0.7279,False
rtdetr-l,64,test_b01,bo_exploration,f1,0.774,False
rtdetr-l,64,test_b01,bo_exploitation,f1,0.6818,False
rtdetr-l,64,test_b01,grid_search,f1,0.6478,False
rtdetr-l,64,test_b02,baseline,f1,0.6667,False
rtdetr-l,64,test_b02,bo_exploration,f1,0.7039,False
rtdetr-l,64,test_b02,bo_exploitation,f1,0.7099,False
rtdetr-l,64,test_b02,grid_search,f1,0.7104,False
rtdetr-l,64,test_b03,baseline,f1,0.5337,False
rtdetr-l,64,test_b03,bo_exploration,f1,0.6897,False
rtdetr-l,64,test_b03,bo_exploitation,f1,0.5774,False
rtdetr-l,64,test_b03,grid_search,f1,0.595,False
rtdetr-l,256,test_a01,baseline,f1,0.941,True
rtdetr-l,256,test_a01,bo_exploration,f1,0.9269,True
rtdetr-l,256,test_a01,bo_exploitation,f1,0.907,True
rtdetr-l,256,test_a01,grid_search,f1,0.8969,True
rtdetr-l,256,test_a02,baseline,f1,0.8573,True
rtdetr-l,256,test_a02,bo_exploration,f1,0.7454,True
rtdetr-l,256,test_a02,bo_exploitation,f1,0.7718,True
rtdetr-l,256,test_a02,grid_search,f1,0.7378,True
rtdetr-l,256,test_a03,baseline,f1,0.8791,True
rtdetr-l,256,test_a03,bo_exploration,f1,0.8705,True
rtdetr-l,256,test_a03,bo_exploitation,f1,0.86,True
rtdetr-l,256,test_a03,grid_search,f1,0.8302,True
rtdetr-l,256,test_b01,baseline,f1,0.8187,False
rtdetr-l,256,test_b01,bo_exploration,f1,0.7343,False
rtdetr-l,256,test_b01,bo_exploitation,f1,0.7412,False
rtdetr-l,256,test_b01,grid_search,f1,0.6845,False
rtdetr-l,256,test_b02,baseline,f1,0.7603,False
rtdetr-l,256,test_b02,bo_exploration,f1,0.6103,False
rtdetr-l,256,test_b02,bo_exploitation,f1,0.5913,False
rtdetr-l,256,test_b02,grid_search,f1,0.6238,False
rtdetr-l,256,test_b03,baseline,f1,0.7969,False
rtdetr-l,256,test_b03,bo_exploration,f1,0.7682,False
rtdetr-l,256,test_b03,bo_exploitation,f1,0.7291,False
rtdetr-l,256,test_b03,grid_search,f1,0.4422,False
rtdetr-l,1024,test_a01,baseline,f1,0.937,True
rtdetr-l,1024,test_a01,bo_exploration,f1,0.9352,True
rtdetr-l,1024,test_a01,bo_exploitation,f1,0.9286,True
rtdetr-l,1024,test_a01,grid_search,f1,0.9032,True
rtdetr-l,1024,test_a02,baseline,f1,0.8613,True
rtdetr-l,1024,test_a02,bo_exploration,f1,0.7972,True
rtdetr-l,1024,test_a02,bo_exploitation,f1,0.7815,True
rtdetr-l,1024,test_a02,grid_search,f1,0.7485,True
rtdetr-l,1024,test_a03,baseline,f1,0.8596,True
rtdetr-l,1024,test_a03,bo_exploration,f1,0.8559,True
rtdetr-l,1024,test_a03,bo_exploitation,f1,0.8605,True
rtdetr-l,1024,test_a03,grid_search,f1,0.8326,True
rtdetr-l,1024,test_b01,baseline,f1,0.8344,False
rtdetr-l,1024,test_b01,bo_exploration,f1,0.8169,False
rtdetr-l,1024,test_b01,bo_exploitation,f1,0.8527,False
rtdetr-l,1024,test_b01,grid_search,f1,0.7781,False
rtdetr-l,1024,test_b02,baseline,f1,0.7578,False
rtdetr-l,1024,test_b02,bo_exploration,f1,0.7225,False
rtdetr-l,1024,test_b02,bo_exploitation,f1,0.7098,False
rtdetr-l,1024,test_b02,grid_search,f1,0.7047,False
rtdetr-l,1024,test_b03,baseline,f1,0.8157,False
rtdetr-l,1024,test_b03,bo_exploration,f1,0.6494,False
rtdetr-l,1024,test_b03,bo_exploitation,f1,0.5821,False
rtdetr-l,1024,test_b03,grid_search,f1,0.3624,False
rtdetr-l,64,test_a01,baseline,f1,0.8716,True
rtdetr-l,64,test_a01,bo_exploration,f1,0.8395,True
rtdetr-l,64,test_a01,bo_exploitation,f1,0.8678,True
rtdetr-l,64,test_a01,grid_search,f1,0.8479,True
rtdetr-l,64,test_a02,baseline,f1,0.745,True
rtdetr-l,64,test_a02,bo_exploration,f1,0.7021,True
rtdetr-l,64,test_a02,bo_exploitation,f1,0.7348,True
rtdetr-l,64,test_a02,grid_search,f1,0.6859,True
rtdetr-l,64,test_a03,baseline,f1,0.7797,True
rtdetr-l,64,test_a03,bo_exploration,f1,0.738,True
rtdetr-l,64,test_a03,bo_exploitation,f1,0.7387,True
rtdetr-l,64,test_a03,grid_search,f1,0.7187,True
rtdetr-l,64,test_b01,baseline,f1,0.6643,False
rtdetr-l,64,test_b01,bo_exploration,f1,0.7097,False
rtdetr-l,64,test_b01,bo_exploitation,f1,0.7572,False
rtdetr-l,64,test_b01,grid_search,f1,0.7505,False
rtdetr-l,64,test_b02,baseline,f1,0.6136,False
rtdetr-l,64,test_b02,bo_exploration,f1,0.6325,False
rtdetr-l,64,test_b02,bo_exploitation,f1,0.6325,False
rtdetr-l,64,test_b02,grid_search,f1,0.6355,False
rtdetr-l,64,test_b03,baseline,f1,0.6899,False
rtdetr-l,64,test_b03,bo_exploration,f1,0.7286,False
rtdetr-l,64,test_b03,bo_exploitation,f1,0.72,False
rtdetr-l,64,test_b03,grid_search,f1,0.7472,False
rtdetr-l,256,test_a01,baseline,f1,0.9135,True
rtdetr-l,256,test_a01,bo_exploration,f1,0.8473,True
rtdetr-l,256,test_a01,bo_exploitation,f1,0.9122,True
rtdetr-l,256,test_a01,grid_search,f1,0.8473,True
rtdetr-l,256,test_a02,baseline,f1,0.8078,True
rtdetr-l,256,test_a02,bo_exploration,f1,0.7181,True
rtdetr-l,256,test_a02,bo_exploitation,f1,0.7801,True
rtdetr-l,256,test_a02,grid_search,f1,0.7251,True
rtdetr-l,256,test_a03,baseline,f1,0.8634,True
rtdetr-l,256,test_a03,bo_exploration,f1,0.8546,True
rtdetr-l,256,test_a03,bo_exploitation,f1,0.8563,True
rtdetr-l,256,test_a03,grid_search,f1,0.8273,True
rtdetr-l,256,test_b01,baseline,f1,0.776,False
rtdetr-l,256,test_b01,bo_exploration,f1,0.7955,False
rtdetr-l,256,test_b01,bo_exploitation,f1,0.7955,False
rtdetr-l,256,test_b01,grid_search,f1,0.7682,False
rtdetr-l,256,test_b02,baseline,f1,0.5084,False
rtdetr-l,256,test_b02,bo_exploration,f1,0.5111,False
rtdetr-l,256,test_b02,bo_exploitation,f1,0.5058,False
rtdetr-l,256,test_b02,grid_search,f1,0.542,False
rtdetr-l,256,test_b03,baseline,f1,0.316,False
rtdetr-l,256,test_b03,bo_exploration,f1,0.4781,False
rtdetr-l,256,test_b03,bo_exploitation,f1,0.4248,False
rtdetr-l,256,test_b03,grid_search,f1,0.3561,False
rtdetr-l,1024,test_a01,baseline,f1,0.9277,True
rtdetr-l,1024,test_a01,bo_exploration,f1,0.8753,True
rtdetr-l,1024,test_a01,bo_exploitation,f1,0.8747,True
rtdetr-l,1024,test_a01,grid_search,f1,0.8601,True
rtdetr-l,1024,test_a02,baseline,f1,0.8265,True
rtdetr-l,1024,test_a02,bo_exploration,f1,0.6667,True
rtdetr-l,1024,test_a02,bo_exploitation,f1,0.7126,True
rtdetr-l,1024,test_a02,grid_search,f1,0.6197,True
rtdetr-l,1024,test_a03,baseline,f1,0.8476,True
rtdetr-l,1024,test_a03,bo_exploration,f1,0.8497,True
rtdetr-l,1024,test_a03,bo_exploitation,f1,0.811,True
rtdetr-l,1024,test_a03,grid_search,f1,0.7488,True
rtdetr-l,1024,test_b01,baseline,f1,0.7605,False
rtdetr-l,1024,test_b01,bo_exploration,f1,0.7252,False
rtdetr-l,1024,test_b01,bo_exploitation,f1,0.7336,False
rtdetr-l,1024,test_b01,grid_search,f1,0.5718,False
rtdetr-l,1024,test_b02,baseline,f1,0.6903,False
rtdetr-l,1024,test_b02,bo_exploration,f1,0.6363,False
rtdetr-l,1024,test_b02,bo_exploitation,f1,0.6948,False
rtdetr-l,1024,test_b02,grid_search,f1,0.6331,False
rtdetr-l,1024,test_b03,baseline,f1,0.5167,False
rtdetr-l,1024,test_b03,bo_exploration,f1,0.258,False
rtdetr-l,1024,test_b03,bo_exploitation,f1,0.2776,False
rtdetr-l,1024,test_b03,grid_search,f1,0.2071,False
rtdetr-l,64,test_a01,baseline,f1,0.8849,True
rtdetr-l,64,test_a01,bo_exploration,f1,0.8489,True
rtdetr-l,64,test_a01,bo_exploitation,f1,0.8796,True
rtdetr-l,64,test_a01,grid_search,f1,0.8128,True
rtdetr-l,64,test_a02,baseline,f1,0.7746,True
rtdetr-l,64,test_a02,bo_exploration,f1,0.6133,True
rtdetr-l,64,test_a02,bo_exploitation,f1,0.6065,True
rtdetr-l,64,test_a02,grid_search,f1,0.5795,True
rtdetr-l,64,test_a03,baseline,f1,0.6992,True
rtdetr-l,64,test_a03,bo_exploration,f1,0.6676,True
rtdetr-l,64,test_a03,bo_exploitation,f1,0.6592,True
rtdetr-l,64,test_a03,grid_search,f1,0.6039,True
rtdetr-l,64,test_b01,baseline,f1,0.5974,False
rtdetr-l,64,test_b01,bo_exploration,f1,0.4566,False
rtdetr-l,64,test_b01,bo_exploitation,f1,0.4633,False
rtdetr-l,64,test_b01,grid_search,f1,0.4135,False
rtdetr-l,64,test_b02,baseline,f1,0.5927,False
rtdetr-l,64,test_b02,bo_exploration,f1,0.5548,False
rtdetr-l,64,test_b02,bo_exploitation,f1,0.5428,False
rtdetr-l,64,test_b02,grid_search,f1,0.555,False
rtdetr-l,64,test_b03,baseline,f1,0.5196,False
rtdetr-l,64,test_b03,bo_exploration,f1,0.2557,False
rtdetr-l,64,test_b03,bo_exploitation,f1,0.2604,False
rtdetr-l,64,test_b03,grid_search,f1,0.1593,False
rtdetr-l,256,test_a01,baseline,f1,0.9173,True
rtdetr-l,256,test_a01,bo_exploration,f1,0.9062,True
rtdetr-l,256,test_a01,bo_exploitation,f1,0.9057,True
rtdetr-l,256,test_a01,grid_search,f1,0.8939,True
rtdetr-l,256,test_a02,baseline,f1,0.8271,True
rtdetr-l,256,test_a02,bo_exploration,f1,0.754,True
rtdetr-l,256,test_a02,bo_exploitation,f1,0.7656,True
rtdetr-l,256,test_a02,grid_search,f1,0.6955,True
rtdetr-l,256,test_a03,baseline,f1,0.8324,True
rtdetr-l,256,test_a03,bo_exploration,f1,0.7821,True
rtdetr-l,256,test_a03,bo_exploitation,f1,0.8115,True
rtdetr-l,256,test_a03,grid_search,f1,0.7821,True
rtdetr-l,256,test_b01,baseline,f1,0.773,False
rtdetr-l,256,test_b01,bo_exploration,f1,0.8199,False
rtdetr-l,256,test_b01,bo_exploitation,f1,0.7509,False
rtdetr-l,256,test_b01,grid_search,f1,0.7061,False
rtdetr-l,256,test_b02,baseline,f1,0.799,False
rtdetr-l,256,test_b02,bo_exploration,f1,0.6992,False
rtdetr-l,256,test_b02,bo_exploitation,f1,0.7651,False
rtdetr-l,256,test_b02,grid_search,f1,0.7608,False
rtdetr-l,256,test_b03,baseline,f1,0.5471,False
rtdetr-l,256,test_b03,bo_exploration,f1,0.3852,False
rtdetr-l,256,test_b03,bo_exploitation,f1,0.4538,False
rtdetr-l,256,test_b03,grid_search,f1,0.3852,False
rtdetr-l,1024,test_a01,baseline,f1,0.9554,True
rtdetr-l,1024,test_a01,bo_exploration,f1,0.9344,True
rtdetr-l,1024,test_a01,bo_exploitation,f1,0.9338,True
rtdetr-l,1024,test_a01,grid_search,f1,0.925,True
rtdetr-l,1024,test_a02,baseline,f1,0.8857,True
rtdetr-l,1024,test_a02,bo_exploration,f1,0.815,True
rtdetr-l,1024,test_a02,bo_exploitation,f1,0.8083,True
rtdetr-l,1024,test_a02,grid_search,f1,0.7622,True
rtdetr-l,1024,test_a03,baseline,f1,0.9025,True
rtdetr-l,1024,test_a03,bo_exploration,f1,0.8935,True
rtdetr-l,1024,test_a03,bo_exploitation,f1,0.8856,True
rtdetr-l,1024,test_a03,grid_search,f1,0.8876,True
rtdetr-l,1024,test_b01,baseline,f1,0.8549,False
rtdetr-l,1024,test_b01,bo_exploration,f1,0.8268,False
rtdetr-l,1024,test_b01,bo_exploitation,f1,0.8625,False
rtdetr-l,1024,test_b01,grid_search,f1,0.8268,False
rtdetr-l,1024,test_b02,baseline,f1,0.8626,False
rtdetr-l,1024,test_b02,bo_exploration,f1,0.8366,False
rtdetr-l,1024,test_b02,bo_exploitation,f1,0.8218,False
rtdetr-l,1024,test_b02,grid_search,f1,0.8213,False
rtdetr-l,1024,test_b03,baseline,f1,0.7029,False
rtdetr-l,1024,test_b03,bo_exploration,f1,0.7508,False
rtdetr-l,1024,test_b03,bo_exploitation,f1,0.6469,False
rtdetr-l,1024,test_b03,grid_search,f1,0.4954,False
rtdetr-l,64,test_a01,baseline,f1,0.8965,True
rtdetr-l,64,test_a01,bo_exploration,f1,0.8832,True
rtdetr-l,64,test_a01,bo_exploitation,f1,0.8879,True
rtdetr-l,64,test_a01,grid_search,f1,0.8392,True
rtdetr-l,64,test_a02,baseline,f1,0.8271,True
rtdetr-l,64,test_a02,bo_exploration,f1,0.7526,True
rtdetr-l,64,test_a02,bo_exploitation,f1,0.7518,True
rtdetr-l,64,test_a02,grid_search,f1,0.7353,True
rtdetr-l,64,test_a03,baseline,f1,0.8283,True
rtdetr-l,64,test_a03,bo_exploration,f1,0.7726,True
rtdetr-l,64,test_a03,bo_exploitation,f1,0.7771,True
rtdetr-l,64,test_a03,grid_search,f1,0.7176,True
rtdetr-l,64,test_b01,baseline,f1,0.6461,False
rtdetr-l,64,test_b01,bo_exploration,f1,0.707,False
rtdetr-l,64,test_b01,bo_exploitation,f1,0.6407,False
rtdetr-l,64,test_b01,grid_search,f1,0.5774,False
rtdetr-l,64,test_b02,baseline,f1,0.7284,False
rtdetr-l,64,test_b02,bo_exploration,f1,0.7195,False
rtdetr-l,64,test_b02,bo_exploitation,f1,0.7448,False
rtdetr-l,64,test_b02,grid_search,f1,0.7382,False
rtdetr-l,64,test_b03,baseline,f1,0.5222,False
rtdetr-l,64,test_b03,bo_exploration,f1,0.6899,False
rtdetr-l,64,test_b03,bo_exploitation,f1,0.7424,False
rtdetr-l,64,test_b03,grid_search,f1,0.5018,False
rtdetr-l,256,test_a01,baseline,f1,0.9269,True
rtdetr-l,256,test_a01,bo_exploration,f1,0.9052,True
rtdetr-l,256,test_a01,bo_exploitation,f1,0.9135,True
rtdetr-l,256,test_a01,grid_search,f1,0.9116,True
rtdetr-l,256,test_a02,baseline,f1,0.7865,True
rtdetr-l,256,test_a02,bo_exploration,f1,0.7552,True
rtdetr-l,256,test_a02,bo_exploitation,f1,0.7442,True
rtdetr-l,256,test_a02,grid_search,f1,0.745,True
rtdetr-l,256,test_a03,baseline,f1,0.8597,True
rtdetr-l,256,test_a03,bo_exploration,f1,0.8444,True
rtdetr-l,256,test_a03,bo_exploitation,f1,0.8308,True
rtdetr-l,256,test_a03,grid_search,f1,0.8138,True
rtdetr-l,256,test_b01,baseline,f1,0.7894,False
rtdetr-l,256,test_b01,bo_exploration,f1,0.7713,False
rtdetr-l,256,test_b01,bo_exploitation,f1,0.7619,False
rtdetr-l,256,test_b01,grid_search,f1,0.7562,False
rtdetr-l,256,test_b02,baseline,f1,0.7856,False
rtdetr-l,256,test_b02,bo_exploration,f1,0.7411,False
rtdetr-l,256,test_b02,bo_exploitation,f1,0.7888,False
rtdetr-l,256,test_b02,grid_search,f1,0.7411,False
rtdetr-l,256,test_b03,baseline,f1,0.5521,False
rtdetr-l,256,test_b03,bo_exploration,f1,0.5614,False
rtdetr-l,256,test_b03,bo_exploitation,f1,0.5765,False
rtdetr-l,256,test_b03,grid_search,f1,0.4726,False
rtdetr-l,1024,test_a01,baseline,f1,0.9521,True
rtdetr-l,1024,test_a01,bo_exploration,f1,0.9426,True
rtdetr-l,1024,test_a01,bo_exploitation,f1,0.9494,True
rtdetr-l,1024,test_a01,grid_search,f1,0.9398,True
rtdetr-l,1024,test_a02,baseline,f1,0.825,True
rtdetr-l,1024,test_a02,bo_exploration,f1,0.74,True
rtdetr-l,1024,test_a02,bo_exploitation,f1,0.7529,True
rtdetr-l,1024,test_a02,grid_search,f1,0.7643,True
rtdetr-l,1024,test_a03,baseline,f1,0.8674,True
rtdetr-l,1024,test_a03,bo_exploration,f1,0.8662,True
rtdetr-l,1024,test_a03,bo_exploitation,f1,0.8563,True
rtdetr-l,1024,test_a03,grid_search,f1,0.8507,True
rtdetr-l,1024,test_b01,baseline,f1,0.8333,False
rtdetr-l,1024,test_b01,bo_exploration,f1,0.8359,False
rtdetr-l,1024,test_b01,bo_exploitation,f1,0.8352,False
rtdetr-l,1024,test_b01,grid_search,f1,0.7988,False
rtdetr-l,1024,test_b02,baseline,f1,0.7288,False
rtdetr-l,1024,test_b02,bo_exploration,f1,0.6909,False
rtdetr-l,1024,test_b02,bo_exploitation,f1,0.5901,False
rtdetr-l,1024,test_b02,grid_search,f1,0.5901,False
rtdetr-l,1024,test_b03,baseline,f1,0.8571,False
rtdetr-l,1024,test_b03,bo_exploration,f1,0.8745,False
rtdetr-l,1024,test_b03,bo_exploitation,f1,0.8157,False
rtdetr-l,1024,test_b03,grid_search,f1,0.7747,False
rtdetr-l,64,test_a01,baseline,f1,0.8842,True
rtdetr-l,64,test_a01,bo_exploration,f1,0.8699,True
rtdetr-l,64,test_a01,bo_exploitation,f1,0.8628,True
rtdetr-l,64,test_a01,grid_search,f1,0.853,True
rtdetr-l,64,test_a02,baseline,f1,0.8058,True
rtdetr-l,64,test_a02,bo_exploration,f1,0.7335,True
rtdetr-l,64,test_a02,bo_exploitation,f1,0.74,True
rtdetr-l,64,test_a02,grid_search,f1,0.7495,True
rtdetr-l,64,test_a03,baseline,f1,0.8024,True
rtdetr-l,64,test_a03,bo_exploration,f1,0.7493,True
rtdetr-l,64,test_a03,bo_exploitation,f1,0.7958,True
rtdetr-l,64,test_a03,grid_search,f1,0.7493,True
rtdetr-l,64,test_b01,baseline,f1,0.6761,False
rtdetr-l,64,test_b01,bo_exploration,f1,0.7471,False
rtdetr-l,64,test_b01,bo_exploitation,f1,0.7667,False
rtdetr-l,64,test_b01,grid_search,f1,0.7471,False
rtdetr-l,64,test_b02,baseline,f1,0.7465,False
rtdetr-l,64,test_b02,bo_exploration,f1,0.7518,False
rtdetr-l,64,test_b02,bo_exploitation,f1,0.7466,False
rtdetr-l,64,test_b02,grid_search,f1,0.753,False
rtdetr-l,64,test_b03,baseline,f1,0.6189,False
rtdetr-l,64,test_b03,bo_exploration,f1,0.812,False
rtdetr-l,64,test_b03,bo_exploitation,f1,0.7395,False
rtdetr-l,64,test_b03,grid_search,f1,0.8195,False
rtdetr-l,256,test_a01,baseline,f1,0.917,True
rtdetr-l,256,test_a01,bo_exploration,f1,0.9191,True
rtdetr-l,256,test_a01,bo_exploitation,f1,0.9215,True
rtdetr-l,256,test_a01,grid_search,f1,0.9203,True
rtdetr-l,256,test_a02,baseline,f1,0.8365,True
rtdetr-l,256,test_a02,bo_exploration,f1,0.7479,True
rtdetr-l,256,test_a02,bo_exploitation,f1,0.7697,True
rtdetr-l,256,test_a02,grid_search,f1,0.7244,True
rtdetr-l,256,test_a03,baseline,f1,0.8343,True
rtdetr-l,256,test_a03,bo_exploration,f1,0.8102,True
rtdetr-l,256,test_a03,bo_exploitation,f1,0.8195,True
rtdetr-l,256,test_a03,grid_search,f1,0.8199,True
rtdetr-l,256,test_b01,baseline,f1,0.7944,False
rtdetr-l,256,test_b01,bo_exploration,f1,0.777,False
rtdetr-l,256,test_b01,bo_exploitation,f1,0.8064,False
rtdetr-l,256,test_b01,grid_search,f1,0.777,False
rtdetr-l,256,test_b02,baseline,f1,0.8286,False
rtdetr-l,256,test_b02,bo_exploration,f1,0.6861,False
rtdetr-l,256,test_b02,bo_exploitation,f1,0.6829,False
rtdetr-l,256,test_b02,grid_search,f1,0.6635,False
rtdetr-l,256,test_b03,baseline,f1,0.6194,False
rtdetr-l,256,test_b03,bo_exploration,f1,0.7469,False
rtdetr-l,256,test_b03,bo_exploitation,f1,0.7469,False
rtdetr-l,256,test_b03,grid_search,f1,0.5401,False
rtdetr-l,1024,test_a01,baseline,f1,0.944,True
rtdetr-l,1024,test_a01,bo_exploration,f1,0.9395,True
rtdetr-l,1024,test_a01,bo_exploitation,f1,0.9392,True
rtdetr-l,1024,test_a01,grid_search,f1,0.9355,True
rtdetr-l,1024,test_a02,baseline,f1,0.8683,True
rtdetr-l,1024,test_a02,bo_exploration,f1,0.8381,True
rtdetr-l,1024,test_a02,bo_exploitation,f1,0.829,True
rtdetr-l,1024,test_a02,grid_search,f1,0.8295,True
rtdetr-l,1024,test_a03,baseline,f1,0.9003,True
rtdetr-l,1024,test_a03,bo_exploration,f1,0.8841,True
rtdetr-l,1024,test_a03,bo_exploitation,f1,0.8793,True
rtdetr-l,1024,test_a03,grid_search,f1,0.8892,True
rtdetr-l,1024,test_b01,baseline,f1,0.8478,False
rtdetr-l,1024,test_b01,bo_exploration,f1,0.8584,False
rtdetr-l,1024,test_b01,bo_exploitation,f1,0.86,False
rtdetr-l,1024,test_b01,grid_search,f1,0.833,False
rtdetr-l,1024,test_b02,baseline,f1,0.8145,False
rtdetr-l,1024,test_b02,bo_exploration,f1,0.8111,False
rtdetr-l,1024,test_b02,bo_exploitation,f1,0.8129,False
rtdetr-l,1024,test_b02,grid_search,f1,0.7577,False
rtdetr-l,1024,test_b03,baseline,f1,0.6048,False
rtdetr-l,1024,test_b03,bo_exploration,f1,0.5669,False
rtdetr-l,1024,test_b03,bo_exploitation,f1,0.5677,False
rtdetr-l,1024,test_b03,grid_search,f1,0.4716,False
rtdetr-l,64,test_a01,baseline,f1,0.8795,True
rtdetr-l,64,test_a01,bo_exploration,f1,0.7657,True
rtdetr-l,64,test_a01,bo_exploitation,f1,0.7678,True
rtdetr-l,64,test_a01,grid_search,f1,0.7694,True
rtdetr-l,64,test_a02,baseline,f1,0.7614,True
rtdetr-l,64,test_a02,bo_exploration,f1,0.5651,True
rtdetr-l,64,test_a02,bo_exploitation,f1,0.5752,True
rtdetr-l,64,test_a02,grid_search,f1,0.4991,True
rtdetr-l,64,test_a03,baseline,f1,0.7687,True
rtdetr-l,64,test_a03,bo_exploration,f1,0.7289,True
rtdetr-l,64,test_a03,bo_exploitation,f1,0.6647,True
rtdetr-l,64,test_a03,grid_search,f1,0.6424,True
rtdetr-l,64,test_b01,baseline,f1,0.636,False
rtdetr-l,64,test_b01,bo_exploration,f1,0.6415,False
rtdetr-l,64,test_b01,bo_exploitation,f1,0.3984,False
rtdetr-l,64,test_b01,grid_search,f1,0.3985,False
rtdetr-l,64,test_b02,baseline,f1,0.6704,False
rtdetr-l,64,test_b02,bo_exploration,f1,0.4828,False
rtdetr-l,64,test_b02,bo_exploitation,f1,0.6007,False
rtdetr-l,64,test_b02,grid_search,f1,0.4324,False
rtdetr-l,64,test_b03,baseline,f1,0.6971,False
rtdetr-l,64,test_b03,bo_exploration,f1,0.1727,False
rtdetr-l,64,test_b03,bo_exploitation,f1,0.1492,False
rtdetr-l,64,test_b03,grid_search,f1,0.0692,False
rtdetr-l,256,test_a01,baseline,f1,0.9224,True
rtdetr-l,256,test_a01,bo_exploration,f1,0.922,True
rtdetr-l,256,test_a01,bo_exploitation,f1,0.8231,True
rtdetr-l,256,test_a01,grid_search,f1,0.8163,True
rtdetr-l,256,test_a02,baseline,f1,0.8672,True
rtdetr-l,256,test_a02,bo_exploration,f1,0.75,True
rtdetr-l,256,test_a02,bo_exploitation,f1,0.8158,True
rtdetr-l,256,test_a02,grid_search,f1,0.7486,True
rtdetr-l,256,test_a03,baseline,f1,0.8896,True
rtdetr-l,256,test_a03,bo_exploration,f1,0.8895,True
rtdetr-l,256,test_a03,bo_exploitation,f1,0.8879,True
rtdetr-l,256,test_a03,grid_search,f1,0.8321,True
rtdetr-l,256,test_b01,baseline,f1,0.7723,False
rtdetr-l,256,test_b01,bo_exploration,f1,0.7486,False
rtdetr-l,256,test_b01,bo_exploitation,f1,0.7447,False
rtdetr-l,256,test_b01,grid_search,f1,0.6992,False
rtdetr-l,256,test_b02,baseline,f1,0.8062,False
rtdetr-l,256,test_b02,bo_exploration,f1,0.788,False
rtdetr-l,256,test_b02,bo_exploitation,f1,0.8046,False
rtdetr-l,256,test_b02,grid_search,f1,0.788,False
rtdetr-l,256,test_b03,baseline,f1,0.7203,False
rtdetr-l,256,test_b03,bo_exploration,f1,0.7075,False
rtdetr-l,256,test_b03,bo_exploitation,f1,0.8315,False
rtdetr-l,256,test_b03,grid_search,f1,0.583,False
rtdetr-l,1024,test_a01,baseline,f1,0.9526,True
rtdetr-l,1024,test_a01,bo_exploration,f1,0.9384,True
rtdetr-l,1024,test_a01,bo_exploitation,f1,0.9265,True
rtdetr-l,1024,test_a01,grid_search,f1,0.8875,True
rtdetr-l,1024,test_a02,baseline,f1,0.8604,True
rtdetr-l,1024,test_a02,bo_exploration,f1,0.7767,True
rtdetr-l,1024,test_a02,bo_exploitation,f1,0.7724,True
rtdetr-l,1024,test_a02,grid_search,f1,0.7208,True
rtdetr-l,1024,test_a03,baseline,f1,0.8889,True
rtdetr-l,1024,test_a03,bo_exploration,f1,0.8856,True
rtdetr-l,1024,test_a03,bo_exploitation,f1,0.8621,True
rtdetr-l,1024,test_a03,grid_search,f1,0.8675,True
rtdetr-l,1024,test_b01,baseline,f1,0.8594,False
rtdetr-l,1024,test_b01,bo_exploration,f1,0.8532,False
